id,full_text,retweet_count,Sentiment
1.24E+18,"Wuhan has been in complete quarantine for over 8 weeks. 

People here are still going about their daily lives as normal. 

This is pure fantasy. https://t.co/AUZbGNRDjM",1,0.116071429
1.24E+18,RT @RealbosstalkDt: Lets start a resource thread for loans and grants for small businesses affected by corona. We'll start: (PLEASE SHARE)â€¦,45,-0.5
1.24E+18,RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG,2805,0
1.24E+18,RT @olcayerdd: #PTTEmekcileriRiskAltinda the corona is very dangerous so don't come to the post office,6,-0.78
1.24E+18,"RT @PatPenn2: ðŸš¨Bill Hemmer,on Fox,just had a Doctor on that said Corona can be stopped within 2 weeks with Chloroquine.Hemmer was shocked &amp;â€¦",112,-0.7
1.24E+18,"RT @Vijayabaskarofl: #Corona: I cldnâ€™t wind up the day, without visiting #RGGH to check d health progress of Covid19 Pts . Am glad to see tâ€¦",488,0.5
1.24E+18,"RT @CarolineCBaxter: *Non-Corona content*: The Patriot missile, its overuse, and the Middle East.  Give yourself a break from pandemic coveâ€¦",3,0
1.24E+18,RT @MissjowilsonJo: @jet2tweets Iâ€™ve been admiring how you are dealing with customers since this whole corona virus started. However todayâ€¦,1,0.2
1.24E+18,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your triâ€¦,49932,-0.333333333
1.24E+18,RT @People4Bernie: Despicable behavior https://t.co/vZKXRGhMdJ,21,0
1.24E+18,"RT @Siya_Dlaminii: ðŸ˜‚ðŸ˜‚ðŸ˜‚ I love my country, but how did we get hereðŸ˜‚? https://t.co/KHshfVTwon",1234,0.5
1.24E+18,Corona has become something else Ugandan airport has misunderstood everything now extorting money from pple no wonder,0,0
1.24E+18,@TravelGov Who here has corona?  Who knows anyone that has it?  Just wondering.,0,0
1.24E+18,RT @StaticBlck: If corona donâ€™t take me out then boredom will,3,0
1.24E+18,"RT @MollyJongFast: Trump is trying to distract you from his incompetence with his racism, donâ€™t let him.",1203,0
1.24E+18,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,134606,0
1.24E+18,"RT @natb201: if corona has your gym closed then try my home workouts sis, you can grow your bum from home x https://t.co/FRyS2jcm4P",42070,-0.1
1.24E+18,RT @BrettSVergara: Iâ€™m setting JoJoâ€™s Corona PSA song as my new ringtone https://t.co/sWPUmqMjjj,6151,0.136363636
1.24E+18,RT @AyoBankole: The hard part is that Nigeria isnâ€™t wired to lock down. Majority workers are in the informal space &amp; poor. The formal sectoâ€¦,734,-0.282407407
1.24E+18,this lot have about 8 brain cells between them https://t.co/U6S2sSPhbH,0,0
1.24E+18,@TheEllenShow Stay safe. Will you do any show in India once Corona shit is over? â¤ï¸,0,0.15
1.24E+18,"Seriously, how dumb can you be??? #facepalm https://t.co/cn0u9BXXP0",0,-0.354166667
1.24E+18,"RT @mvmeet: Liberals, seculars, feminists &amp; Congress were shouting that China handled Corona well, but not Modi govt

They never say that Iâ€¦",563,0
1.24E+18,RT @TrueNewsNG: President Muhammadu Buhari has directed a repositioning of the economy to mitigate global effect of the Corona Virus in Nigâ€¦,2,0
1.24E+18,RT @kinguruka: Who do you think would end corona. New generation army letâ€™s goooooooo!!,1,0.213068182
1.24E+18,"Lowkey @NetflixIndia should start giving free subscriptions to keep people inside.

I'm just saying tho.ðŸ™†ðŸ»â€â™‚ï¸ðŸ˜Š
#corona",0,0.4
1.24E+18,RT @Simon_Nixon: Itâ€™s increasingly hard to avoid the conclusion that Britainâ€™s failure to scale up testing is a result of the governmentâ€™sâ€¦,2128,-0.304166667
1.24E+18,RT @Bottom_Prince90: Corona not going to stop me from having fun!  Lol Cleveland freaks where yâ€™all at?!? https://t.co/pPuCCUMjWs,400,0.6875
1.24E+18,"RT @no_silenced: This is actually the most important time in our Country to begin Mass Deportations

We need our Medical Industry for Ameriâ€¦",66,0.225
1.24E+18,"RT @NewYorkStateAG: This. Is. Unacceptable.
 
I will continue to remind my fellow New Yorkers that this kind of bigoted behavior will NOT bâ€¦",302,0.368181818
1.24E+18,Please stop blaming Millennials for something stupid said by a Z Generation kid. Also don't blame all Z Generation kids for a handful of stupid ones. I grew up with plenty of idiots who would be doing the same thing and I'm an XGen. https://t.co/UD357VMg4B,0,-0.6
1.24E+18,"Well guess I can't get Animal Crossing anymore.
My mom isn't letting me leave the house and is acting like we're being forced to get quarantined.
I know corona can affect anyone, but I'm still young and I can admit that my immune system is pretty damn strong.",1,0.096666667
1.24E+18,"RT @cycledtech: Stay safe with these Corona Virus tips! 

We strongly urge everyone to take these precautionary methods to ensure their safâ€¦",20,0.529166667
1.24E+18,@frankienbennys are all branches shutting due to corona or just those you planned to close by end of year?,0,-0.125
1.24E+18,@Ken_Matt3 Might as well call me Corona Key at this point ðŸ˜‚ðŸ’€,0,0
1.24E+18,"RT @TimothyNoah1: I just asked a DC cop what heâ€™s noticed since the coronavirus sent people home. â€œMore domestic violence,â€ he said, withouâ€¦",18167,0.25
1.24E+18,This guy is a dangerous fucking moron https://t.co/1VBKUzvLkn,0,-0.7
1.24E+18,"I almost bought one yesterday, but to get a single it had to be in a can. And I promoted the improved version of my recommended slogan: â€œCorona without the virus.â€ I expect their sales are up. https://t.co/oKcoJAw2uc",0,-0.071428571
1.24E+18,Putting a new twist on a classic for the greater good. A queen. https://t.co/dAcOj6yCh9,0,0.375757576
1.24E+18,RT @zairfulradzuan: everyone coming out of corona as barista,65470,0
1.24E+18,RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,20224,0.047222222
1.24E+18,RT @jhaushofer: Please RT: A team of researchers is looking for volunteers to translate a survey on Corona (1300 words) into many languagesâ€¦,3426,0.5
1.24E+18,"RT @AbhishBanerj: Tweet from Jan 14.

Chinese authorities concluded that there is no evidence of human to human transmission of Wuhan Coronâ€¦",53,0
1.24E+18,"RT @mrbeefy_jr: Yea guys as y'all go day to day wondering when the next Corona case will pop up and where, remember a wise man once said htâ€¦",80,0.35
1.24E+18,"RT @Public_Citizen: Any company that continues to deny their workers paid sick leave is a danger to the American public.
https://t.co/rsT5mâ€¦",79,-0.238095238
1.24E+18,RT @TimMurtaugh: POTUS edits the copy for accuracy.,398,0
1.24E+18,That Indian corona music video is killing meðŸ˜‚,0,0
1.24E+18,"RT @cara_esche: hi all, just wanted to send out a quick update. no! i do not have corona! however! every other second i think that i do! &amp;â€¦",8,0.175347222
1.24E+18,"@atensnut Target needs to take out the trash if they want Americans to spend their corona money at Target..or tarjay. She's gross, trashy, foul mouth, sloppy. Total Mess. No matter what happened when she was a child to make her this way she has made herself a target.",0,-0.147916667
1.24E+18,"If things keep going the way they are Iâ€™m gonna need to start calling it the â€œbut trump says itâ€™s not a big deal, letâ€™s go on spring breakâ€ virus. I hate this piece of trash. https://t.co/3wvyYfZykE",0,-0.4
1.24E+18,"RT @ARanganathan72: Many mocking him but he hasn't said anything preposterous. No link of Vitamin D with Corona, and his comment must not bâ€¦",2473,0.5
1.24E+18,RT @PragObots: Trump is racist.,4,0
1.24E+18,WHAT A FUCKING LIBERTY! https://t.co/fCbYdpznnk,0,-0.75
1.24E+18,we are with you modiji for fight to corona.,0,0
1.24E+18,RT @PseudoHeuristic: @baddestmamajama @ImpPoster Bloomberg shelled out $50 mil for corona aid..... and $500 mil for a purely pride strokingâ€¦,36,0.214285714
1.24E+18,Will I ever graduate? First strike and now corona? Iâ€™m livid https://t.co/uqL6MASRMZ,0,0.25
1.24E+18,"RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body
https://t.co/gdIpoKQoZB",51939,0.166666667
1.24E+18,no offense but y'all are stupid and weird looking mofos https://t.co/SxEkwhf84f,0,-0.65
1.24E+18,Corona.... Maybe here... but itâ€™s not here to stay... Eliminate it with these â€œhandyâ€ and yet affordable products... That allow you to not only clear the air but surfaces and hands! Donâ€™t leave your health to chance! https://t.co/0SdcRfrhYH,21,0.252083333
1.24E+18,"RT @Xhakaed: Corona is a timely reminder of how obscene the wealth of the royal family is. 

The queen is moving to Windsor Castle becauseâ€¦",58323,0
1.24E+18,"RT @CBSNews: â€œIf I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partyingâ€: Spring breakers are stillâ€¦",28916,0
1.24E+18,"RT @lowkeyHeighkey: @RapUp â€œThey say Corona is near, but the only thing i fear is that u might disappear, whatâ€™s between us was never clearâ€¦",798,0.016666667
1.24E+18,Last premium SMS of the day is a company well positioned to see a surge in sales from current Corona Virus situat... https://t.co/n1XfLZdztm,0,0
1.24E+18,before corona vs everyone during the lockdown https://t.co/uCLTV5Xeo0,0,0
1.24E+18,"RT @NYGovCuomo: 38% of hospitalized #Coronavirus patients were aged 20 to 54.

Listen to the statsÂ â€” not this guy.

STAY HOME! https://t.coâ€¦",3754,-0.125
1.24E+18,RT @Weinsteinlaw: There has never been a president less equipped to meet the moment than @realDonaldTrump. Itâ€™s time for leaders from bothâ€¦,38,-0.166666667
1.24E+18,RT @DineshDSouza: The political incorrectness of @realDonaldTrump is one of his most endearing qualities https://t.co/g0011h78fM,2081,0.333333333
1.24E+18,"RT @Jameskii: corona virus update:
im really sorry to tell you this here on twitter but unfortunately this morning I woke up to my best friâ€¦",2183,0
1.24E+18,RT @mstewart_23: Get rid of Coronavirus in 12 weeks but wants emergency extensive powers for 2 years! Boris Johnson is a health risk to theâ€¦,575,0.1
1.24E+18,"RT @Vijayabaskarofl: Watch my live interview at Puthiya Thalaimurai television channel today, 3-4pm for #Corona related queries/clarificatiâ€¦",73,0.068181818
1.24E+18,Fucking corona man,0,-0.6
1.24E+18,RT @pattonoswalt: this incompetent racist asshole https://t.co/xrEh1klVt8,14391,-0.35
1.24E+18,"RT @_ashlee_4_: Dear corona virus, 

We really hate you. 

Sincerely, 
The class of 2020",14297,-0.15
1.24E+18,RT @KDAO2011: Very important pregnancy data for patients with #covid19 . Click and follow the threads for details @rheumnow @covid4mds #covâ€¦,4,0.52
1.24E+18,RT @elliotgilesuk: I hope Iâ€™ve got corona virus so I can cough in your face!!!,14,0
1.24E+18,"RT @chick_in_kiev: this blame deflecting strategy will and already has led to attacks in the streets. there's a reason they called AIDS ""gaâ€¦",73,0
1.24E+18,@SkyNews All talk soon so more can be ok and say on news so all can see truth sky is prove them nazi paedophile Elizabeth fault for Corona then say to law force them response and be end off Corona https://t.co/NPVK9ag3oA,0,0.5
1.24E+18,"RT @jacob_meyou7: CDC: â€œsocial distancingâ€ â€œ2 week isolationâ€ â€œflatten the curveâ€

Americans: *continue to go on spring break trips and hanâ€¦",551,0.033333333
1.24E+18,Nowhere Island like Mother 3 https://t.co/mC4FgxxEgo,0,0
1.24E+18,RT @samstein: Putting aside the obvious attempts to start a debate over political correctness... my god the font is so fucking large.,267,0.071428571
1.24E+18,"RT @C_EngineerRS: Pros and cons with Corona quarantine:

Pros: I can play Runescape all day
Cons:",42,0
1.24E+18,RT @NINE58PM: If weâ€™re lucky Corona will cancel Taurus birthdays too,10,0.333333333
1.24E+18,"@alx @MsPicklesP @ChanelRion Chinese wet market virus, or the Xi coverup virus. Choose one; just calling it Corona virus casts aspersions on Mexicans.",1,-0.05
1.24E+18,"RT @CTmagazine: It's interesting that  coronavirus gets its name from a spiked ring of proteins on its surface that resembles a crown, hencâ€¦",8,0.5
1.24E+18,@letdwn666 @prisonweddingg Bro thx for sharing me the Corona virus vaccine. I owe you my life,0,0
1.24E+18,RT @lydiamac7: #springbreak2020 Corona canâ€™t stop our beach vacation https://t.co/2F2ZXuB6DK,102,0
1.24E+18,can it get any more stupid https://t.co/AHnrFPF9O4,0,-0.15
1.24E+18,"RT @chuckwoolery: I have been informed that the CDC says the Corona virus dies out at 77 degrees. So, I guess turn up your thermostat? Simpâ€¦",1636,0
1.24E+18,my burnt ass was really thinking of various conspiracies as to how the corona virus is a government ploy,0,0.1
1.24E+18,RT @ericfloyd: RuPaulâ€™s Drag Race: Corona Virus Edition https://t.co/3QM0t5Wf6K,2185,-0.1
1.24E+18,RT @veganranch: These are the MFs that get bit in a zombie movie and try to hide it from everyone else,3,0
1.24E+18,"RT @ErikSolheim: Wow!
How China brought new corona virus cases from 15000 mid February to 1 new yesterday. Extremely aggressive and vigilanâ€¦",5612,0.054545455
1.24E+18,"@piersmorgan Scare-mongering idiot. Unfortunately, Italy has the Worlds 2nd oldest average population outside of Japan. And they all live as enlarged families - itâ€™s a cultural thing. The spread of Corona was inevitable. This is NOT the same in other countries. Donâ€™t use Italy as a scenario.",0,-0.133863636
1.24E+18,"@michaelirvin88 @corona Extra lime, please",0,0
1.24E+18,@piersmorgan Your Corona tweets would seem more sincere if your â€˜pinned tweetâ€™ wasnâ€™t a clip of you giving a tanned footballer a proverbial â€˜gob jobâ€™.,0,0.5
1.24E+18,Corona virus out and niggas will still choose to sit right next to you on an empty bus,0,0.061904762
1.24E+18,"Gun sales are up 300%, the fuck yâ€™all hoarding guns for ðŸ˜³

You gonna shoot Ms Corona?",0,-0.4
1.24E+18,RT @naseehapatel: Corona so bad even loadshedding went into quarantine,3164,-0.7
1.24E+18,RT @Vani_TheGoat: See 10 Do 10 ðŸ’ªðŸ½ I challenge @AikHuncho @LLR_Meech @asvp_justin @Jock_Reacher @really_fm @RegRob__ @malikjawar_ @cjm1113 @â€¦,2,0
1.24E+18,Just watched Trump talk about corona. The biggest thing about it is how fucking long it takes him to get out a god damn sentence.,0,-0.05
1.24E+18,"RT @Jonathan_MBanks: Reading the Corona loan scheme: the Govt want security. House/land, the normal...if people have assets and decent LTVâ€¦",127,0.166666667
1.24E+18,I canâ€™t begin to explain how much this would anger @akNOPEsteen if she lived anywhere near that building https://t.co/AnAxkzbpyb,1,-0.133333333
1.24E+18,"RT @MABIN2_: Corona please. We are tired, we get it.",28983,-0.4
1.24E+18,"RT @Houseofdami4: Empower yourselves today!...signup for free online course from ALISON, learn more about the Corona virus online even as yâ€¦",3,0.45
1.24E+18,what an asshole https://t.co/vphOS60Q4U,0,0
1.24E+18,RT @firstsightmedia: #eventprofs have a read of our talk with @EventNewsBlog editor @punchtownparry on ways you can keep your events intactâ€¦,6,0
1.24E+18,"RT @nsitharaman: As @PMOIndia invites citizen-participation in the fight against Corona Virus in India, I shall on remain indoors entirelyâ€¦",771,0
1.24E+18,RT @MaryamNSharif: Pakistan is facing one of the gravest crises in her recent memory. The spread of corona virus poses a serious threat thaâ€¦,4717,-0.166666667
1.24E+18,RT @Joannahausmann: Imagine being this much of an asshole,364,0.2
1.24E+18,"RT @MrLemmyBoo: DOOM Guy says corona can suck on a dick, tit, inanimate object for all I care #DOOM #CoronaVirusUpdate #mixerstreamer #mixeâ€¦",4,0
1.24E+18,"RT @CrissWaddle: Pls if you live around tema and you donâ€™t have hand sanitizer or canâ€™t afford one,let me know,Iâ€™m giving some away for freâ€¦",2516,0.136363636
1.24E+18,"RT @joshua1eo: If we stay in isolation is that okay?
Is it okay if I call you my Corona bae? https://t.co/aXxrKt3qPI",1736,0.5
1.24E+18,RT @kattelyyynn: The corona virus is being exaggerated !! Just keep yâ€™alls nasty ass manos clean and youâ€™ll be fine !,3,-0.2234375
1.24E+18,"RT @hunterathelen1: Well sad David Davis!
Do we really believe that a Barnier has the Corona Virus. 
I donâ€™t.
I think itâ€™s yet another ployâ€¦",24,-0.2125
1.24E+18,@Reniour Was this a lie then?  Confused! https://t.co/vQF0BuagOt,0,-0.5
1.24E+18,"'Deep Thoughts' 
with Lincoln Chafee
from the far away fields of Wyoming...
[ Not Wyoming, RI ] https://t.co/Kk7bqDA9Zd https://t.co/sEMEKNpZ8V",1,0.05
1.24E+18,"@megynkelly Get real, Megyn:

https://t.co/uJ10B1yes4 https://t.co/bpKAtuoF62",0,0.2
1.24E+18,"RT @dhakachika: First real victim of corona virus 

ðŸ˜±ðŸ˜±ðŸ˜±

https://t.co/WpHcHktkkp",1,0.06875
1.24E+18,"RT @Shehzad_Ind: Long time back this person broke off all relations with me because I revolted against dynasty &amp; @RahulGandhi 

TODAY I BREâ€¦",5274,-0.025
1.24E+18,RT @Sttephanie___p: This corona shit is getting serious &amp; life too short so if we got beef or fell out I just want to say fuck you again frâ€¦,70245,-0.233333333
1.24E+18,"As I'm rewatching #RHOP season 4, it's really odd in these times to watch Ashley be a walking Corona billboard. I wonder if production will edit them out a bit for season 5.",0,-0.166666667
1.24E+18,RT @leftists1ut: This mans whole career is a PR stunt - what on earth is a Janta Curfew? Has Corona decided to attack us ONLY ON 22nd Marchâ€¦,143,0.1
1.24E+18,"RT @axios: Trump's notes today show ""Corona"" crossed out to read ""Chinese virus"" (Photo: Jabin Botsford/The Washington Post via Getty Imageâ€¦",414,0
1.24E+18,Now Iâ€™d didnâ€™t wanna say it but I was out for the whole two weeks Christmas holidayðŸ‘€ https://t.co/t2oPmj2dvk,0,0.2
1.24E+18,"RT @Fident8: I reject u in Jesus name ...
Haaaa corona following me God forbid
#MercyNMercenariesSayStaySafe https://t.co/bCSv4nle1u",4,0
1.24E+18,RT @CasMudde: This is what a racist Pavlov dog looks like.,22,0
1.24E+18,"@SexCounseling If the #ChineseCoronaVirus lasts into tick season, you can have lyme w/ your corona",0,0
1.24E+18,Honestly https://t.co/dvXvUF52RI,0,0.6
1.24E+18,Tryna catch wines not corona,0,0
1.24E+18,"RT @profwolff: What the latest (Corona) virus shows: our privatized healthcare system failed (to anticipate, prepare for, or cope with it).â€¦",457,0
1.24E+18,[insert â€œCurbâ€ theme] https://t.co/mSgKPGEbSt,0,0
1.24E+18,still canâ€™t believe my ASIAN friend called me yday to ask how to make rice..... CORONA VIRUS PLS TAKE HER,0,0
1.24E+18,He definitely deserve the fucking corona virus https://t.co/zhNCxDIxi8,0,-0.3
1.24E+18,RT @LILDARRION: This corona shit fucking the money up ðŸ¤¦ðŸ¾â€â™‚ï¸,9,-0.4
1.24E+18,RT @nuts2406: Thousands of people cramped up in the Eidgah Camp. What percussions are being taken to ensure their safety from Corona?,9,0
1.24E+18,RT @TimMurtaugh: POTUS edits the copy for accuracy. https://t.co/tqilThOJFw,398,0
1.24E+18,RT @snikpmis: @RealMattCouch @suzgonzo Shutting down planned parenthood would save more lives than the Corona virus will take!!,7,0.312847222
1.24E+18,"Or it was just, and hear me out on this one... the fucking flu https://t.co/060aSu8Jxn",0,-0.6
1.24E+18,Corona on the way ðŸ˜ https://t.co/uoSeDjhbFU,0,0
1.24E+18,"'If I get corona, I get corona': Coronavirus pandemic doesn't slow spring breakers' party https://t.co/PYfdNlPnRj via @usatoday",0,-0.3
1.24E+18,"â€œIs there a corona virus? NO it may possibly be i donâ€™t knowâ€ðŸ’€ðŸ’€ He contradicting already  Martial law, Mark of the beast, Vaccines with chips in em Disney land he all over the place man.There  might be some truth in some of what hes sayin heâ€™s just saying idk https://t.co/6DxpReaTx2",0,0
1.24E+18,"He said once all this corona stuff blows over heâ€™s gonna take me to Ruthâ€™s Chris, he better not be lying either lol",0,0.65
1.24E+18,"RT @MajorNeel: Despite being hotbed for infectious diseases, India has done remarkably well against #COVID19. World is acknowledging our efâ€¦",1037,0.75
1.24E+18,RT @CassandraRules: Based https://t.co/x4jPneKGy4,25,0
1.24E+18,"RT @BadAstronomer: Aggressively, purposefully, maniacally, loathsomely racist.",354,0
1.24E+18,"RT @HappyBigGrin: @Charbrevolution Did you see this....ðŸ‘€ðŸ‘‡ðŸ‘€ðŸ‘‡ðŸ‘€
https://t.co/hNCl4Nuw41",6,0
1.24E+18,RT @TheKaylaWood: So are yâ€™all gonna stop washing your hands once this corona business blows over or we gonna keep up this basic hygienic pâ€¦,2,0
1.24E+18,"â€œRoll around in a field of ticks to get Lyme for your Coronaâ€

I lolâ€™d",0,0.8
1.24E+18,@SnowyRequiem_ Sameeee and now Iâ€™m having horrible nightmares and anxiety about corona. ðŸ˜­,0,-1
1.24E+18,This dumb ass sorority girl keeps yelling on the flight â€œI hope I donâ€™t test positive for coronaâ€ like girl chill tf out before you suspend the last flight to the US,0,-0.049242424
1.24E+18,RT @ed_solomon: Is this true?????,16,0.35
1.24E+18,RT @bryanbehar: This is real. Heâ€™s actually this corrupt and racist and focused on entirely the wrong things. https://t.co/mDewOC8Qpu,349,-0.25
1.24E+18,I reach house norr momi do mopping schedule for the year sakeov corona eii be like ago mop get muscles ðŸ˜‚,1,0
1.24E+18,This Corona virus thing no just make at allðŸ˜©,0,0
1.24E+18,Is this real? https://t.co/uVKhRXI08Y,0,0.2
1.24E+18,RT @BhawnaS58395693: Letâ€™s all of us take pledge to follow Janta Curfew this Sunday from 7 am to 9pm so that we strengthen Indiaâ€™s fight agâ€¦,22,0
1.24E+18,"RT @_meIodrama_: Corona virus symptoms: difficulty breathing and tightness of chest. 
My anxiety symptoms: difficulty breathing and tightneâ€¦",1100,0
1.24E+18,what yâ€™all need to do is pack up yâ€™all shit and get the fuck outta Miami. go â€œpartyâ€ and live your â€œbest lifeâ€ elsewhere ðŸ’…ðŸ¾ https://t.co/A7Lcn2ot2e,0,0.134090909
1.24E+18,RT @Wesamqaid: Arabic guide to protecting against #COVID19,12,0
