id,full_text,retweet_count,Sentiment
1.24E+18,Pretty much any corona virus germ that wants to or has entered my body these passed hours are all being bodied by these shots of henny https://t.co/HLsSEnRksu,0,0.216666667
1.24E+18,RT @MarleeMatlin: Pls RT. Dear @WhiteHouse news &amp; press conferences around the country during this Corona Virus Emergency have  sign langua…,1551,0
1.24E+18,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,35425,0
1.24E+18,RT @FernandoAmandi: China’s irresponsible and criminal behavior in the wake of COVID-19 will leave it in its weakest global position in mem…,1753,-0.2
1.24E+18,"RT @ChronicleKano: Kano State Emergency contacts in case of suspected Corona Virus Outbreak:

Dr. Imam Wada Bello
08050303343

Dr Bashir La…",1058,0
1.24E+18,"A 34 year old from Pasadena is the first person to die from Corona after visiting @Disneyland in Florida. 

Shame on Disneyland for not closing sooner. Smh. They should’ve known something like this would happen with the recent measles outbreak that happened in Anaheim recently.",1,0.0875
1.24E+18,RT @dibindots: smoke break? unless you got corona stay backkkkk,1,0
1.24E+18,"My 87 year old stepmom was admitted to Memorial Hospital Belleville,Illinois last night with a fever and coughing and she said they wouldn’t test her for the Corona Virus because she hasn’t traveled. Had talked with her day prior nothing. What the hell is wrong with this her age.",0,-0.1
1.24E+18,"RT @mitchellreports: Photo of @realDonaldTrump briefing papers from today shows ""corona"" crossed out and ""Chinese"" written in his sharpie h…",1573,0
1.24E+18,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,89753,0
1.24E+18,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",48755,-0.352857143
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",6584,-0.0625
1.24E+18,"RT @RedTRaccoon: You can no longer defend this.

Make up any excuse or reasoning you want, it's intentional and it's racist.",1570,-0.05
1.24E+18,"RT @everywhereist: If he wasn't so vain as to eschew wearing the glasses he OBVIOUSLY needs, the font wouldn't be so big, and we wouldn't h…",47,0
1.24E+18,"RT @AndersFoghR: We must bring Taiwan fully into the @WHO now. 

To date, Taiwan has around 100 cases of #COVID2019 despite its proximity t…",1843,0
1.24E+18,RT @pattonoswalt: this incompetent racist asshole,14391,-0.35
1.24E+18,"Wuhan has been in complete quarantine for over 8 weeks. 

People here are still going about their daily lives as normal. 

This is pure fantasy. https://t.co/AUZbGNRDjM",1,0.116071429
1.24E+18,RT @RealbosstalkDt: Lets start a resource thread for loans and grants for small businesses affected by corona. We'll start: (PLEASE SHARE)…,45,-0.5
1.24E+18,RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG,2805,0
1.24E+18,RT @olcayerdd: #PTTEmekcileriRiskAltinda the corona is very dangerous so don't come to the post office,6,-0.78
1.24E+18,"RT @PatPenn2: 🚨Bill Hemmer,on Fox,just had a Doctor on that said Corona can be stopped within 2 weeks with Chloroquine.Hemmer was shocked &amp;…",112,-0.7
1.24E+18,"RT @Vijayabaskarofl: #Corona: I cldn’t wind up the day, without visiting #RGGH to check d health progress of Covid19 Pts . Am glad to see t…",488,0.5
1.24E+18,"RT @CarolineCBaxter: *Non-Corona content*: The Patriot missile, its overuse, and the Middle East.  Give yourself a break from pandemic cove…",3,0
1.24E+18,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,89753,0
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",6584,-0.0625
1.24E+18,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",48755,-0.352857143
1.24E+18,RT @MissjowilsonJo: @jet2tweets I’ve been admiring how you are dealing with customers since this whole corona virus started. However today…,1,0.2
1.24E+18,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,49932,-0.333333333
1.24E+18,RT @People4Bernie: Despicable behavior https://t.co/vZKXRGhMdJ,21,0
1.24E+18,"RT @Siya_Dlaminii: 😂😂😂 I love my country, but how did we get here😂? https://t.co/KHshfVTwon",1234,0.5
1.24E+18,Corona has become something else Ugandan airport has misunderstood everything now extorting money from pple no wonder,0,0
1.24E+18,@TravelGov Who here has corona?  Who knows anyone that has it?  Just wondering.,0,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,RT @StaticBlck: If corona don’t take me out then boredom will,3,0
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,35425,0
1.24E+18,"RT @MollyJongFast: Trump is trying to distract you from his incompetence with his racism, don’t let him.",1203,0
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,RT @nicolebyer: Everyone in this looks sick,51468,-0.714285714
1.24E+18,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",6584,-0.0625
1.24E+18,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,134606,0
1.24E+18,"RT @natb201: if corona has your gym closed then try my home workouts sis, you can grow your bum from home x https://t.co/FRyS2jcm4P",42070,-0.1
1.24E+18,RT @BrettSVergara: I’m setting JoJo’s Corona PSA song as my new ringtone https://t.co/sWPUmqMjjj,6151,0.136363636
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,49932,-0.333333333
1.24E+18,"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",6584,-0.0625
1.24E+18,RT @AyoBankole: The hard part is that Nigeria isn’t wired to lock down. Majority workers are in the informal space &amp; poor. The formal secto…,734,-0.282407407
1.24E+18,this lot have about 8 brain cells between them https://t.co/U6S2sSPhbH,0,0
1.24E+18,@TheEllenShow Stay safe. Will you do any show in India once Corona shit is over? ❤️,0,0.15
1.24E+18,"Seriously, how dumb can you be??? #facepalm https://t.co/cn0u9BXXP0",0,-0.354166667
1.24E+18,"RT @mvmeet: Liberals, seculars, feminists &amp; Congress were shouting that China handled Corona well, but not Modi govt

They never say that I…",563,0
1.24E+18,RT @TrueNewsNG: President Muhammadu Buhari has directed a repositioning of the economy to mitigate global effect of the Corona Virus in Nig…,2,0
1.24E+18,RT @kinguruka: Who do you think would end corona. New generation army let’s goooooooo!!,1,0.213068182
1.24E+18,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",48755,-0.352857143
1.24E+18,"Lowkey @NetflixIndia should start giving free subscriptions to keep people inside.

I'm just saying tho.🙆🏻‍♂️😊
#corona",0,0.4
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,RT @Simon_Nixon: It’s increasingly hard to avoid the conclusion that Britain’s failure to scale up testing is a result of the government’s…,2128,-0.304166667
1.24E+18,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,35425,0
1.24E+18,RT @Bottom_Prince90: Corona not going to stop me from having fun!  Lol Cleveland freaks where y’all at?!? https://t.co/pPuCCUMjWs,400,0.6875
1.24E+18,"RT @no_silenced: This is actually the most important time in our Country to begin Mass Deportations

We need our Medical Industry for Ameri…",66,0.225
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,"RT @NewYorkStateAG: This. Is. Unacceptable.
 
I will continue to remind my fellow New Yorkers that this kind of bigoted behavior will NOT b…",302,0.368181818
1.24E+18,Please stop blaming Millennials for something stupid said by a Z Generation kid. Also don't blame all Z Generation kids for a handful of stupid ones. I grew up with plenty of idiots who would be doing the same thing and I'm an XGen. https://t.co/UD357VMg4B,0,-0.6
1.24E+18,"Well guess I can't get Animal Crossing anymore.
My mom isn't letting me leave the house and is acting like we're being forced to get quarantined.
I know corona can affect anyone, but I'm still young and I can admit that my immune system is pretty damn strong.",1,0.096666667
1.24E+18,"RT @cycledtech: Stay safe with these Corona Virus tips! 

We strongly urge everyone to take these precautionary methods to ensure their saf…",20,0.529166667
1.24E+18,@frankienbennys are all branches shutting due to corona or just those you planned to close by end of year?,0,-0.125
1.24E+18,@Ken_Matt3 Might as well call me Corona Key at this point 😂💀,0,0
1.24E+18,"RT @TimothyNoah1: I just asked a DC cop what he’s noticed since the coronavirus sent people home. “More domestic violence,” he said, withou…",18167,0.25
1.24E+18,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,89753,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,This guy is a dangerous fucking moron https://t.co/1VBKUzvLkn,0,-0.7
1.24E+18,"I almost bought one yesterday, but to get a single it had to be in a can. And I promoted the improved version of my recommended slogan: “Corona without the virus.” I expect their sales are up. https://t.co/oKcoJAw2uc",0,-0.071428571
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,Putting a new twist on a classic for the greater good. A queen. https://t.co/dAcOj6yCh9,0,0.375757576
1.24E+18,RT @zairfulradzuan: everyone coming out of corona as barista,65470,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,20224,0.047222222
1.24E+18,RT @jhaushofer: Please RT: A team of researchers is looking for volunteers to translate a survey on Corona (1300 words) into many languages…,3426,0.5
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,"RT @AbhishBanerj: Tweet from Jan 14.

Chinese authorities concluded that there is no evidence of human to human transmission of Wuhan Coron…",53,0
1.24E+18,"RT @mrbeefy_jr: Yea guys as y'all go day to day wondering when the next Corona case will pop up and where, remember a wise man once said ht…",80,0.35
1.24E+18,"RT @Public_Citizen: Any company that continues to deny their workers paid sick leave is a danger to the American public.
https://t.co/rsT5m…",79,-0.238095238
1.24E+18,RT @TimMurtaugh: POTUS edits the copy for accuracy.,398,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,That Indian corona music video is killing me😂,0,0
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,RT @nicolebyer: Everyone in this looks sick,51468,-0.714285714
1.24E+18,"RT @cara_esche: hi all, just wanted to send out a quick update. no! i do not have corona! however! every other second i think that i do! &amp;…",8,0.175347222
1.24E+18,"@atensnut Target needs to take out the trash if they want Americans to spend their corona money at Target..or tarjay. She's gross, trashy, foul mouth, sloppy. Total Mess. No matter what happened when she was a child to make her this way she has made herself a target.",0,-0.147916667
1.24E+18,"If things keep going the way they are I’m gonna need to start calling it the “but trump says it’s not a big deal, let’s go on spring break” virus. I hate this piece of trash. https://t.co/3wvyYfZykE",0,-0.4
1.24E+18,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,12631,0.357142857
1.24E+18,"RT @ARanganathan72: Many mocking him but he hasn't said anything preposterous. No link of Vitamin D with Corona, and his comment must not b…",2473,0.5
1.24E+18,RT @PragObots: Trump is racist.,4,0
1.24E+18,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,49932,-0.333333333
1.24E+18,WHAT A FUCKING LIBERTY! https://t.co/fCbYdpznnk,0,-0.75
1.24E+18,we are with you modiji for fight to corona.,0,0
1.24E+18,RT @PseudoHeuristic: @baddestmamajama @ImpPoster Bloomberg shelled out $50 mil for corona aid..... and $500 mil for a purely pride stroking…,36,0.214285714
1.24E+18,Will I ever graduate? First strike and now corona? I’m livid https://t.co/uqL6MASRMZ,0,0.25
1.24E+18,"RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body
https://t.co/gdIpoKQoZB",51939,0.166666667
1.24E+18,no offense but y'all are stupid and weird looking mofos https://t.co/SxEkwhf84f,0,-0.65
1.24E+18,Corona.... Maybe here... but it’s not here to stay... Eliminate it with these “handy” and yet affordable products... That allow you to not only clear the air but surfaces and hands! Don’t leave your health to chance! https://t.co/0SdcRfrhYH,21,0.252083333
1.24E+18,"RT @Xhakaed: Corona is a timely reminder of how obscene the wealth of the royal family is. 

The queen is moving to Windsor Castle because…",58323,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,"RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…",28916,0
1.24E+18,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,134606,0
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,"RT @lowkeyHeighkey: @RapUp “They say Corona is near, but the only thing i fear is that u might disappear, what’s between us was never clear…",798,0.016666667
1.24E+18,Last premium SMS of the day is a company well positioned to see a surge in sales from current Corona Virus situat... https://t.co/n1XfLZdztm,0,0
1.24E+18,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",48755,-0.352857143
1.24E+18,before corona vs everyone during the lockdown https://t.co/uCLTV5Xeo0,0,0
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,"RT @NYGovCuomo: 38% of hospitalized #Coronavirus patients were aged 20 to 54.

Listen to the stats — not this guy.

STAY HOME! https://t.co…",3754,-0.125
1.24E+18,RT @Weinsteinlaw: There has never been a president less equipped to meet the moment than @realDonaldTrump. It’s time for leaders from both…,38,-0.166666667
1.24E+18,RT @DineshDSouza: The political incorrectness of @realDonaldTrump is one of his most endearing qualities https://t.co/g0011h78fM,2081,0.333333333
1.24E+18,"RT @Jameskii: corona virus update:
im really sorry to tell you this here on twitter but unfortunately this morning I woke up to my best fri…",2183,0
1.24E+18,RT @mstewart_23: Get rid of Coronavirus in 12 weeks but wants emergency extensive powers for 2 years! Boris Johnson is a health risk to the…,575,0.1
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,"RT @Vijayabaskarofl: Watch my live interview at Puthiya Thalaimurai television channel today, 3-4pm for #Corona related queries/clarificati…",73,0.068181818
1.24E+18,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",48755,-0.352857143
1.24E+18,Fucking corona man,0,-0.6
1.24E+18,RT @pattonoswalt: this incompetent racist asshole https://t.co/xrEh1klVt8,14391,-0.35
1.24E+18,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,89753,0
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,"RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…",28916,0
1.24E+18,"RT @_ashlee_4_: Dear corona virus, 

We really hate you. 

Sincerely, 
The class of 2020",14297,-0.15
1.24E+18,RT @KDAO2011: Very important pregnancy data for patients with #covid19 . Click and follow the threads for details @rheumnow @covid4mds #cov…,4,0.52
1.24E+18,RT @elliotgilesuk: I hope I’ve got corona virus so I can cough in your face!!!,14,0
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,"RT @chick_in_kiev: this blame deflecting strategy will and already has led to attacks in the streets. there's a reason they called AIDS ""ga…",73,0
1.24E+18,@SkyNews All talk soon so more can be ok and say on news so all can see truth sky is prove them nazi paedophile Elizabeth fault for Corona then say to law force them response and be end off Corona https://t.co/NPVK9ag3oA,0,0.5
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,"RT @jacob_meyou7: CDC: “social distancing” “2 week isolation” “flatten the curve”

Americans: *continue to go on spring break trips and han…",551,0.033333333
1.24E+18,Nowhere Island like Mother 3 https://t.co/mC4FgxxEgo,0,0
1.24E+18,RT @samstein: Putting aside the obvious attempts to start a debate over political correctness... my god the font is so fucking large.,267,0.071428571
1.24E+18,"RT @C_EngineerRS: Pros and cons with Corona quarantine:

Pros: I can play Runescape all day
Cons:",42,0
1.24E+18,RT @NINE58PM: If we’re lucky Corona will cancel Taurus birthdays too,10,0.333333333
1.24E+18,"@alx @MsPicklesP @ChanelRion Chinese wet market virus, or the Xi coverup virus. Choose one; just calling it Corona virus casts aspersions on Mexicans.",1,-0.05
1.24E+18,"RT @CTmagazine: It's interesting that  coronavirus gets its name from a spiked ring of proteins on its surface that resembles a crown, henc…",8,0.5
1.24E+18,@letdwn666 @prisonweddingg Bro thx for sharing me the Corona virus vaccine. I owe you my life,0,0
1.24E+18,RT @lydiamac7: #springbreak2020 Corona can’t stop our beach vacation https://t.co/2F2ZXuB6DK,102,0
1.24E+18,RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,20224,0.047222222
1.24E+18,can it get any more stupid https://t.co/AHnrFPF9O4,0,-0.15
1.24E+18,"RT @chuckwoolery: I have been informed that the CDC says the Corona virus dies out at 77 degrees. So, I guess turn up your thermostat? Simp…",1636,0
1.24E+18,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",103642,0.5
1.24E+18,my burnt ass was really thinking of various conspiracies as to how the corona virus is a government ploy,0,0.1
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,RT @ericfloyd: RuPaul’s Drag Race: Corona Virus Edition https://t.co/3QM0t5Wf6K,2185,-0.1
1.24E+18,RT @bIondiewasabi: this man’s piss could stop corona,47401,0
1.24E+18,RT @goodbeanaltalt: holy shit I hate every person in this video,69733,-0.5
1.24E+18,RT @veganranch: These are the MFs that get bit in a zombie movie and try to hide it from everyone else,3,0
1.24E+18,"RT @ErikSolheim: Wow!
How China brought new corona virus cases from 15000 mid February to 1 new yesterday. Extremely aggressive and vigilan…",5612,0.054545455
1.24E+18,"@piersmorgan Scare-mongering idiot. Unfortunately, Italy has the Worlds 2nd oldest average population outside of Japan. And they all live as enlarged families - it’s a cultural thing. The spread of Corona was inevitable. This is NOT the same in other countries. Don’t use Italy as a scenario.",0,-0.133863636
1.24E+18,RT @zairfulradzuan: everyone coming out of corona as barista,65470,0
1.24E+18,"@michaelirvin88 @corona Extra lime, please",0,0
1.24E+18,@piersmorgan Your Corona tweets would seem more sincere if your ‘pinned tweet’ wasn’t a clip of you giving a tanned footballer a proverbial ‘gob job’.,0,0.5
1.24E+18,RT @pattonoswalt: this incompetent racist asshole,14391,-0.35
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,Corona virus out and niggas will still choose to sit right next to you on an empty bus,0,0.061904762
1.24E+18,RT @zairfulradzuan: everyone coming out of corona as barista,65470,0
1.24E+18,"Gun sales are up 300%, the fuck y’all hoarding guns for 😳

You gonna shoot Ms Corona?",0,-0.4
1.24E+18,RT @naseehapatel: Corona so bad even loadshedding went into quarantine,3164,-0.7
1.24E+18,RT @nicolebyer: Everyone in this looks sick,51468,-0.714285714
1.24E+18,RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,20224,0.047222222
1.24E+18,RT @Vani_TheGoat: See 10 Do 10 💪🏽 I challenge @AikHuncho @LLR_Meech @asvp_justin @Jock_Reacher @really_fm @RegRob__ @malikjawar_ @cjm1113 @…,2,0
1.24E+18,"RT @Xhakaed: Corona is a timely reminder of how obscene the wealth of the royal family is. 

The queen is moving to Windsor Castle because…",58323,0
1.24E+18,Just watched Trump talk about corona. The biggest thing about it is how fucking long it takes him to get out a god damn sentence.,0,-0.05
1.24E+18,RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,35425,0
1.24E+18,RT @nicolebyer: Everyone in this looks sick,51468,-0.714285714
1.24E+18,"RT @Jonathan_MBanks: Reading the Corona loan scheme: the Govt want security. House/land, the normal...if people have assets and decent LTV…",127,0.166666667
1.24E+18,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,49932,-0.333333333
1.24E+18,I can’t begin to explain how much this would anger @akNOPEsteen if she lived anywhere near that building https://t.co/AnAxkzbpyb,1,-0.133333333
1.24E+18,"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",33161,0
1.24E+18,"RT @MABIN2_: Corona please. We are tired, we get it.",28983,-0.4
1.24E+18,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,12631,0.357142857
1.24E+18,"RT @Houseofdami4: Empower yourselves today!...signup for free online course from ALISON, learn more about the Corona virus online even as y…",3,0.45
1.24E+18,what an asshole https://t.co/vphOS60Q4U,0,0
1.24E+18,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,134606,0
1.24E+18,RT @firstsightmedia: #eventprofs have a read of our talk with @EventNewsBlog editor @punchtownparry on ways you can keep your events intact…,6,0
1.24E+18,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,89753,0
